accenumb,campaign,thousand_kernel_weight
IG 138811,2005-2006,26.9
IG 138811,2005-2006,30.6
IG 138811,2005-2006,34.2
IG 138813,2005-2006,25.8
IG 138813,2005-2006,29.4
IG 138813,2005-2006,33
IG 138813,2005-2006,27.8
IG 138813,2005-2006,27.9
IG 138814,2005-2006,31.6
IG 138814,2005-2006,37
IG 138814,2005-2006,42.4
IG 138814,2005-2006,23.4
IG 138814,2005-2006,23.9
IG 138814,2005-2006,24.3
IG 138815,2005-2006,31.3
IG 138815,2005-2006,27.3
IG 138815,2005-2006,28.3
IG 138815,2005-2006,29.3
IG 138816,2005-2006,34.3
IG 138816,2005-2006,34.9
IG 138816,2005-2006,35.5
IG 138816,2005-2006,23.4
IG 138816,2005-2006,26.3
IG 138816,2005-2006,29.1
IG 138817,2005-2006,29
IG 138817,2005-2006,29.8
IG 138817,2005-2006,30.6
IG 138817,2005-2006,22.2
IG 138817,2005-2006,24.2
IG 138817,2005-2006,26.2
IG 138818,2005-2006,30.6
IG 138818,2005-2006,33.4
IG 138818,2005-2006,36.1
IG 138818,2005-2006,27.2
IG 138818,2005-2006,28.3
IG 138818,2005-2006,29.3
IG 138819,2005-2006,21.7
IG 138819,2005-2006,24.7
IG 138819,2005-2006,27.6
IG 138819,2005-2006,24.1
IG 138819,2005-2006,24.6
IG 138819,2005-2006,25
IG 138821,2005-2006,30.5
IG 138821,2005-2006,33.3
IG 138821,2005-2006,36
IG 138821,2005-2006,26.7
IG 138821,2005-2006,27.4
IG 138821,2005-2006,28.1
IG 138823,2005-2006,30.9
IG 138823,2005-2006,31.4
IG 138823,2005-2006,31.8
IG 138823,2005-2006,31.3
IG 138823,2005-2006,33.8
IG 138823,2005-2006,36.3
IG 138827,2005-2006,29.1
IG 138827,2005-2006,36.7
IG 138827,2005-2006,44.2
IG 138827,2005-2006,26.1
IG 138827,2005-2006,27.2
IG 138827,2005-2006,28.3
IG 138831,2005-2006,27
IG 138831,2005-2006,31.7
IG 138831,2005-2006,36.4
IG 138831,2005-2006,29.6
IG 138831,2005-2006,30.5
IG 138831,2005-2006,31.3
IG 138832,2005-2006,31.8
IG 138832,2005-2006,32.9
IG 138832,2005-2006,34
IG 138832,2005-2006,23.4
IG 138832,2005-2006,24.6
IG 138832,2005-2006,25.8
IG 138834,2005-2006,39.4
IG 138834,2005-2006,39.7
IG 138834,2005-2006,40
IG 138834,2005-2006,30.7
IG 138834,2005-2006,34
IG 138834,2005-2006,37.3
IG 138839,2005-2006,29.4
IG 138839,2005-2006,33.4
IG 138839,2005-2006,37.4
IG 138839,2005-2006,30.7
IG 138839,2005-2006,31.4
IG 138839,2005-2006,32.1
IG 138841,2005-2006,35.5
IG 138841,2005-2006,38.1
IG 138841,2005-2006,40.6
IG 138841,2005-2006,25.9
IG 138841,2005-2006,27.8
IG 138841,2005-2006,29.6
IG 138842,2005-2006,38.9
IG 138842,2005-2006,41.2
IG 138842,2005-2006,43.5
IG 138842,2005-2006,26.7
IG 138842,2005-2006,27.9
IG 138842,2005-2006,29.1
IG 138844,2005-2006,27.9
IG 138844,2005-2006,30.3
IG 138844,2005-2006,32.7
IG 138844,2005-2006,26.9
IG 138844,2005-2006,28.9
IG 138845,2005-2006,36.8
IG 138845,2005-2006,38.4
IG 138845,2005-2006,40
IG 138845,2005-2006,33.3
IG 138845,2005-2006,34.9
IG 138845,2005-2006,36.5
IG 138846,2005-2006,23.8
IG 138846,2005-2006,28.7
IG 138846,2005-2006,33.6
IG 138846,2005-2006,37
IG 138846,2005-2006,40.3
IG 138846,2005-2006,43.5
IG 138847,2005-2006,26.2
IG 138847,2005-2006,32
IG 138847,2005-2006,37.8
IG 138847,2005-2006,26.9
IG 138847,2005-2006,28.7
IG 138847,2005-2006,30.5
IG 138849,2005-2006,37.8
IG 138849,2005-2006,39.7
IG 138849,2005-2006,41.5
IG 138849,2005-2006,20.3
IG 138849,2005-2006,25.5
IG 138849,2005-2006,30.6
IG 138850,2005-2006,27.5
IG 138850,2005-2006,28.5
IG 138850,2005-2006,29.4
IG 138850,2005-2006,16.5
IG 138850,2005-2006,20.5
IG 138850,2005-2006,24.5
IG 138851,2005-2006,25.8
IG 138851,2005-2006,27.1
IG 138851,2005-2006,28.4
IG 138851,2005-2006,22.7
IG 138851,2005-2006,24.1
IG 138851,2005-2006,25.5
IG 138854,2005-2006,28
IG 138854,2005-2006,30.2
IG 138854,2005-2006,32.4
IG 138854,2005-2006,26
IG 138854,2005-2006,27.8
IG 138854,2005-2006,29.5
IG 138855,2005-2006,25.4
IG 138855,2005-2006,33.2
IG 138855,2005-2006,41
IG 138855,2005-2006,31.2
IG 138855,2005-2006,35.3
IG 138855,2005-2006,39.4
IG 138856,2005-2006,31.7
IG 138856,2005-2006,35.7
IG 138856,2005-2006,39.7
IG 138856,2005-2006,24.1
IG 138856,2005-2006,25.9
IG 138856,2005-2006,27.6
IG 138860,2005-2006,25.9
IG 138860,2005-2006,21
IG 138860,2005-2006,23.8
IG 138860,2005-2006,26.5
IG 138861,2005-2006,22.2
IG 138861,2005-2006,23.1
IG 138861,2005-2006,24
IG 138861,2005-2006,16.5
IG 138861,2005-2006,19.4
IG 138861,2005-2006,22.3
IG 138862,2005-2006,38.3
IG 138862,2005-2006,39.2
IG 138862,2005-2006,40.1
IG 138862,2005-2006,26.1
IG 138862,2005-2006,30.4
IG 138862,2005-2006,34.6
IG 138863,2005-2006,25.3
IG 138863,2005-2006,25.9
IG 138863,2005-2006,26.4
IG 138863,2005-2006,17.5
IG 138863,2005-2006,23.8
IG 138863,2005-2006,30.1
IG 138864,2005-2006,31.4
IG 138864,2005-2006,33.9
IG 138864,2005-2006,36.4
IG 138864,2005-2006,17.1
IG 138864,2005-2006,20.8
IG 138864,2005-2006,24.4
IG 138866,2005-2006,19
IG 138866,2005-2006,20.4
IG 138866,2005-2006,21.8
IG 138866,2005-2006,19.1
IG 138866,2005-2006,21.6
IG 138867,2005-2006,26.4
IG 138867,2005-2006,26.8
IG 138867,2005-2006,27.2
IG 138867,2005-2006,17.3
IG 138867,2005-2006,21.1
IG 138867,2005-2006,24.8
IG 138868,2005-2006,23.9
IG 138868,2005-2006,24.3
IG 138868,2005-2006,24.7
IG 138868,2005-2006,12
IG 138868,2005-2006,16.3
IG 138868,2005-2006,20.5
IG 138870,2005-2006,29.7
IG 138870,2005-2006,35.9
IG 138870,2005-2006,42
IG 138870,2005-2006,24.3
IG 138870,2005-2006,25.5
IG 138870,2005-2006,26.7
IG 138871,2005-2006,23.5
IG 138871,2005-2006,24.5
IG 138871,2005-2006,25.4
IG 138871,2005-2006,23.2
IG 138871,2005-2006,25.8
IG 138871,2005-2006,28.3
IG 138872,2005-2006,29.6
IG 138872,2005-2006,32.7
IG 138872,2005-2006,35.7
IG 138872,2005-2006,13.5
IG 138872,2005-2006,17.2
IG 138872,2005-2006,20.9
IG 138873,2005-2006,24.5
IG 138873,2005-2006,25.3
IG 138873,2005-2006,26.1
IG 138873,2005-2006,22.4
IG 138873,2005-2006,25.4
IG 138873,2005-2006,28.3
IG 138875,2005-2006,26.9
IG 138875,2005-2006,33.7
IG 138875,2005-2006,40.4
IG 138875,2005-2006,21.8
IG 138875,2005-2006,24.8
IG 138875,2005-2006,27.7
IG 138878,2005-2006,27.9
IG 138878,2005-2006,35.9
IG 138878,2005-2006,43.9
IG 138878,2005-2006,30.2
IG 138878,2005-2006,35.6
IG 138878,2005-2006,40.9
IG 138879,2005-2006,43.5
IG 138879,2005-2006,49
IG 138879,2005-2006,54.4
IG 138879,2005-2006,35.8
IG 138879,2005-2006,42
IG 138879,2005-2006,48.2
IG 138880,2005-2006,31.3
IG 138880,2005-2006,35.1
IG 138880,2005-2006,38.8
IG 138880,2005-2006,21.4
IG 138880,2005-2006,32.4
IG 138881,2005-2006,40
IG 138881,2005-2006,45.2
IG 138881,2005-2006,50.4
IG 138881,2005-2006,37.1
IG 138881,2005-2006,39.6
IG 138881,2005-2006,42
IG 138883,2005-2006,38.7
IG 138883,2005-2006,39.4
IG 138883,2005-2006,40
IG 138883,2005-2006,27.7
IG 138883,2005-2006,31.2
IG 138883,2005-2006,34.7
IG 138885,2005-2006,39.3
IG 138885,2005-2006,46.5
IG 138885,2005-2006,53.7
IG 138885,2005-2006,20.4
IG 138885,2005-2006,28.8
IG 138885,2005-2006,37.2
IG 138886,2005-2006,49.2
IG 138886,2005-2006,49.4
IG 138886,2005-2006,49.6
IG 138886,2005-2006,42.4
IG 138886,2005-2006,42.8
IG 138886,2005-2006,43.2
IG 138891,2005-2006,24.7
IG 138891,2005-2006,28.2
IG 138891,2005-2006,31.7
IG 138891,2005-2006,14.1
IG 138891,2005-2006,17.2
IG 138891,2005-2006,20.3
IG 138892,2005-2006,29.5
IG 138892,2005-2006,31.1
IG 138892,2005-2006,32.7
IG 138892,2005-2006,26.1
IG 138892,2005-2006,26.2
IG 138893,2005-2006,29.8
IG 138893,2005-2006,32.5
IG 138893,2005-2006,35.1
IG 138893,2005-2006,23.7
IG 138893,2005-2006,25.7
IG 138893,2005-2006,27.7
IG 138949,2005-2006,45.1
IG 138949,2005-2006,45.3
IG 138949,2005-2006,45.5
IG 138949,2005-2006,27.9
IG 138949,2005-2006,29.6
IG 138949,2005-2006,31.2
IG 138950,2005-2006,42.4
IG 138950,2005-2006,43
IG 138950,2005-2006,43.5
IG 138950,2005-2006,22.4
IG 138950,2005-2006,30.4
IG 138950,2005-2006,38.3
IG 138951,2005-2006,36
IG 138951,2005-2006,38
IG 138951,2005-2006,39.9
IG 138951,2005-2006,28.6
IG 138951,2005-2006,33.4
IG 138951,2005-2006,38.2
IG 138978,2005-2006,38.4
IG 138978,2005-2006,38.9
IG 138978,2005-2006,39.3
IG 138978,2005-2006,24.7
IG 138978,2005-2006,27.2
IG 138978,2005-2006,29.6
IG 138979,2005-2006,15.7
IG 138979,2005-2006,22
IG 138979,2005-2006,28.3
IG 138979,2005-2006,25.5
IG 138979,2005-2006,27.1
IG 138979,2005-2006,28.6
IG 138980,2005-2006,29.7
IG 138980,2005-2006,37.6
IG 138980,2005-2006,45.5
IG 138980,2005-2006,21.1
IG 138980,2005-2006,28
IG 138980,2005-2006,34.9
IG 138991,2005-2006,32.8
IG 138991,2005-2006,35.8
IG 138991,2005-2006,38.8
IG 138991,2005-2006,35.6
IG 138991,2005-2006,37.4
IG 138991,2005-2006,39.2
IG 138992,2005-2006,36.1
IG 138992,2005-2006,37.3
IG 138992,2005-2006,38.4
IG 138992,2005-2006,30.8
IG 138992,2005-2006,31.3
IG 138992,2005-2006,31.7
IG 138993,2005-2006,33.3
IG 138993,2005-2006,39.8
IG 138993,2005-2006,46.2
IG 138993,2005-2006,26.7
IG 138993,2005-2006,34
IG 138993,2005-2006,41.2
IG 138995,2005-2006,40.3
IG 138995,2005-2006,42.5
IG 138995,2005-2006,44.6
IG 138995,2005-2006,31.8
IG 138995,2005-2006,31.9
IG 138995,2005-2006,32
IG 138996,2005-2006,35.9
IG 138996,2005-2006,38.3
IG 138996,2005-2006,40.7
IG 138996,2005-2006,16.5
IG 138996,2005-2006,23.3
IG 138996,2005-2006,30.1
IG 138997,2005-2006,31
IG 138997,2005-2006,31.1
IG 138997,2005-2006,31.2
IG 138997,2005-2006,33.7
IG 138997,2005-2006,34.4
IG 138997,2005-2006,35.1
IG 138998,2005-2006,37.2
IG 138998,2005-2006,40.7
IG 138998,2005-2006,44.1
IG 138998,2005-2006,44.4
IG 138998,2005-2006,44.6
IG 138998,2005-2006,44.8
IG 138999,2005-2006,42.6
IG 138999,2005-2006,43.5
IG 138999,2005-2006,44.3
IG 138999,2005-2006,30
IG 138999,2005-2006,30.3
IG 138999,2005-2006,30.5
IG 139002,2005-2006,37.8
IG 139002,2005-2006,39.2
IG 139002,2005-2006,40.5
IG 139002,2005-2006,25.5
IG 139002,2005-2006,28.6
IG 139002,2005-2006,31.6
IG 139007,2005-2006,27.9
IG 139007,2005-2006,28.2
IG 139007,2005-2006,28.4
IG 139007,2005-2006,25.6
IG 139007,2005-2006,27.8
IG 139007,2005-2006,29.9
IG 139009,2005-2006,38.4
IG 139009,2005-2006,41.9
IG 139009,2005-2006,45.4
IG 139009,2005-2006,22.5
IG 139009,2005-2006,25.6
IG 139009,2005-2006,28.6
IG 139010,2005-2006,24.4
IG 139010,2005-2006,27.7
IG 139010,2005-2006,30.9
IG 139010,2005-2006,18.8
IG 139010,2005-2006,21.2
IG 139010,2005-2006,23.5
IG 139023,2005-2006,37.1
IG 139023,2005-2006,17.5
IG 139023,2005-2006,24.7
IG 139023,2005-2006,31.9
IG 139025,2005-2006,27.4
IG 139025,2005-2006,31.7
IG 139025,2005-2006,35.9
IG 139025,2005-2006,23.9
IG 139025,2005-2006,24.2
IG 139025,2005-2006,24.5
IG 139026,2005-2006,23.3
IG 139026,2005-2006,24.3
IG 139026,2005-2006,25.3
IG 139026,2005-2006,12.1
IG 139026,2005-2006,18.5
IG 139026,2005-2006,24.8
IG 139027,2005-2006,22.7
IG 139027,2005-2006,25.7
IG 139027,2005-2006,28.7
IG 139027,2005-2006,21.7
IG 139027,2005-2006,22.3
IG 139027,2005-2006,22.9
IG 139028,2005-2006,10
IG 139028,2005-2006,13.1
IG 139028,2005-2006,16.2
IG 139028,2005-2006,10.4
IG 139028,2005-2006,13.2
IG 139028,2005-2006,15.9
IG 139029,2005-2006,22.5
IG 139029,2005-2006,26.4
IG 139029,2005-2006,30.2
IG 139029,2005-2006,24.8
IG 139030,2005-2006,25.5
IG 139030,2005-2006,30.7
IG 139030,2005-2006,35.9
IG 139030,2005-2006,21.5
IG 139030,2005-2006,25.1
IG 139030,2005-2006,28.7
IG 139031,2005-2006,31.5
IG 139031,2005-2006,32
IG 139031,2005-2006,32.5
IG 139031,2005-2006,25.9
IG 139031,2005-2006,28.8
IG 139031,2005-2006,31.6
IG 139034,2005-2006,24.8
IG 139034,2005-2006,25.5
IG 139034,2005-2006,26.2
IG 139034,2005-2006,23.2
IG 139034,2005-2006,26
IG 139034,2005-2006,28.7
IG 139035,2005-2006,17.5
IG 139035,2005-2006,25.8
IG 139035,2005-2006,34.1
IG 139035,2005-2006,14.3
IG 139035,2005-2006,18.9
IG 139035,2005-2006,23.5
IG 139036,2005-2006,21.1
IG 139036,2005-2006,22
IG 139036,2005-2006,22.8
IG 139036,2005-2006,12.1
IG 139036,2005-2006,14.1
IG 139036,2005-2006,16
IG 139038,2005-2006,27
IG 139038,2005-2006,30.2
IG 139038,2005-2006,33.3
IG 139038,2005-2006,26.9
IG 139038,2005-2006,31.1
IG 139038,2005-2006,35.2
IG 139041,2005-2006,33.7
IG 139041,2005-2006,34.3
IG 139041,2005-2006,34.9
IG 139041,2005-2006,22.5
IG 139041,2005-2006,22.9
IG 139041,2005-2006,23.3
IG 139043,2005-2006,25
IG 139043,2005-2006,25.1
IG 139043,2005-2006,25.2
IG 139043,2005-2006,27
IG 139043,2005-2006,27.6
IG 139043,2005-2006,28.1
IG 139044,2005-2006,29.5
IG 139044,2005-2006,30.1
IG 139044,2005-2006,30.6
IG 139044,2005-2006,19.4
IG 139044,2005-2006,21.7
IG 139044,2005-2006,24
IG 139045,2005-2006,33
IG 139045,2005-2006,33.4
IG 139045,2005-2006,33.8
IG 139045,2005-2006,22.2
IG 139045,2005-2006,24.6
IG 139045,2005-2006,27
IG 139048,2005-2006,38.6
IG 139048,2005-2006,40
IG 139048,2005-2006,41.3
IG 139048,2005-2006,27.5
IG 139048,2005-2006,30.3
IG 139048,2005-2006,33.1
IG 139049,2005-2006,26.7
IG 139049,2005-2006,28.7
IG 139049,2005-2006,30.6
IG 139049,2005-2006,30
IG 139049,2005-2006,31.9
IG 139049,2005-2006,33.8
IG 139050,2005-2006,27.8
IG 139050,2005-2006,31.8
IG 139050,2005-2006,35.7
IG 139050,2005-2006,16.7
IG 139050,2005-2006,22.4
IG 139050,2005-2006,28
IG 139051,2005-2006,31.9
IG 139051,2005-2006,38.1
IG 139051,2005-2006,44.2
IG 139051,2005-2006,26.3
IG 139051,2005-2006,32.2
IG 139051,2005-2006,38
IG 139052,2005-2006,29.3
IG 139052,2005-2006,31.8
IG 139052,2005-2006,34.2
IG 139052,2005-2006,23.8
IG 139052,2005-2006,26.3
IG 139052,2005-2006,28.8
IG 139056,2005-2006,33.6
IG 139056,2005-2006,34
IG 139056,2005-2006,34.4
IG 139056,2005-2006,20.9
IG 139056,2005-2006,21.4
IG 139056,2005-2006,21.9
IG 139057,2005-2006,22.9
IG 139057,2005-2006,29.7
IG 139057,2005-2006,36.4
IG 139057,2005-2006,14.3
IG 139057,2005-2006,18.8
IG 139057,2005-2006,23.3
IG 139059,2005-2006,33.8
IG 139059,2005-2006,27
IG 139059,2005-2006,28.5
IG 139059,2005-2006,29.9
IG 139061,2005-2006,31.2
IG 139061,2005-2006,42.5
IG 139061,2005-2006,53.7
IG 139061,2005-2006,28.4
IG 139061,2005-2006,28.7
IG 139061,2005-2006,29
IG 139062,2005-2006,29.6
IG 139062,2005-2006,30.2
IG 139062,2005-2006,30.8
IG 139062,2005-2006,28.6
IG 139062,2005-2006,30.1
IG 139062,2005-2006,31.5
IG 139063,2005-2006,29.5
IG 139063,2005-2006,31.2
IG 139063,2005-2006,32.8
IG 139063,2005-2006,24.1
IG 139063,2005-2006,27
IG 139063,2005-2006,29.8
IG 139064,2005-2006,25.7
IG 139064,2005-2006,28.8
IG 139064,2005-2006,31.8
IG 139064,2005-2006,17.3
IG 139064,2005-2006,21.5
IG 139066,2005-2006,25.7
IG 139066,2005-2006,29.5
IG 139066,2005-2006,33.3
IG 139066,2005-2006,25.5
IG 139066,2005-2006,26.8
IG 139066,2005-2006,28.1
IG 139067,2005-2006,26.8
IG 139067,2005-2006,32.9
IG 139067,2005-2006,38.9
IG 139067,2005-2006,34.2
IG 139067,2005-2006,35.4
IG 139069,2005-2006,39.4
IG 139069,2005-2006,40.5
IG 139069,2005-2006,41.5
IG 139069,2005-2006,33.3
IG 139069,2005-2006,34.6
IG 139069,2005-2006,35.9
IG 139072,2005-2006,31
IG 139072,2005-2006,34.2
IG 139072,2005-2006,37.4
IG 139072,2005-2006,20.2
IG 139072,2005-2006,28.9
IG 139072,2005-2006,37.5
IG 139073,2005-2006,31
IG 139073,2005-2006,32.8
IG 139073,2005-2006,34.5
IG 139073,2005-2006,24.6
IG 139073,2005-2006,27.2
IG 139073,2005-2006,29.8
IG 139075,2005-2006,30.2
IG 139075,2005-2006,37.8
IG 139075,2005-2006,45.3
IG 139075,2005-2006,37.5
IG 139075,2005-2006,39.4
IG 139075,2005-2006,41.3
IG 139078,2005-2006,25
IG 139078,2005-2006,26.8
IG 139078,2005-2006,28.6
IG 139078,2005-2006,21.8
IG 139078,2005-2006,22.8
IG 139078,2005-2006,23.7
IG 139079,2005-2006,27.2
IG 139079,2005-2006,31.4
IG 139079,2005-2006,35.5
IG 139079,2005-2006,32
IG 139079,2005-2006,32.3
IG 139079,2005-2006,32.6
IG 139080,2005-2006,31.1
IG 139080,2005-2006,32.2
IG 139080,2005-2006,33.3
IG 139080,2005-2006,22
IG 139080,2005-2006,24.8
IG 139080,2005-2006,27.5
IG 139083,2005-2006,32
IG 139083,2005-2006,33.1
IG 139083,2005-2006,34.1
IG 139083,2005-2006,25.8
IG 139083,2005-2006,28.7
IG 139083,2005-2006,31.6
IG 139085,2005-2006,14.7
IG 139085,2005-2006,19.9
IG 139085,2005-2006,25
IG 139085,2005-2006,21.3
IG 139085,2005-2006,24.1
IG 139085,2005-2006,26.8
IG 139142,2005-2006,52
IG 139145,2005-2006,53
IG 139154,2005-2006,46.5
IG 139155,2005-2006,46.5
IG 139161,2005-2006,53
IG 139162,2005-2006,48
IG 139170,2005-2006,44
IG 139190,2005-2006,48
IG 140570,2005-2006,40
IG 141347,2005-2006,34
IG 141349,2005-2006,46
IG 141433,2005-2006,27.8
IG 141434,2005-2006,18.6
IG 141488,2005-2006,26
IG 141497,2005-2006,24.9
IG 141516,2005-2006,27.3
IG 141523,2005-2006,21.3
IG 141533,2005-2006,29.4
IG 141541,2005-2006,24.1
IG 141557,2005-2006,22.6
IG 141603,2005-2006,31.4
IG 141623,2005-2006,23.6
IG 141626,2005-2006,22.4
IG 141634,2005-2006,17.5
IG 141635,2005-2006,25
IG 141640,2005-2006,21.6
IG 141641,2005-2006,24.3
IG 141642,2005-2006,23.6
IG 141652,2005-2006,23.8
IG 41241,2005-2006,37.2
IG 41241,2005-2006,37.5
IG 41241,2005-2006,37.8
IG 41241,2005-2006,24.8
IG 41241,2005-2006,29.7
IG 41241,2005-2006,34.6
IG 41243,2005-2006,37.9
IG 41243,2005-2006,39.4
IG 41243,2005-2006,40.9
IG 41243,2005-2006,23.3
IG 41243,2005-2006,26.1
IG 41243,2005-2006,28.8
IG 41244,2005-2006,35.8
IG 41244,2005-2006,37.8
IG 41244,2005-2006,39.8
IG 41244,2005-2006,25.5
IG 41244,2005-2006,28.8
IG 41244,2005-2006,32.1
IG 41288,2005-2006,18.9
IG 41288,2005-2006,22.1
IG 41288,2005-2006,25.3
IG 41288,2005-2006,17.2
IG 41288,2005-2006,20.6
IG 41357,2005-2006,21.2
IG 41357,2005-2006,24.1
IG 41357,2005-2006,26.9
IG 41357,2005-2006,22.6
IG 41357,2005-2006,23.7
IG 41357,2005-2006,24.8
IG 41383,2005-2006,23.6
IG 41383,2005-2006,25
IG 41383,2005-2006,26.3
IG 41383,2005-2006,21
IG 41383,2005-2006,22
IG 41383,2005-2006,22.9
IG 41396,2005-2006,32.1
IG 41396,2005-2006,34.5
IG 41396,2005-2006,36.8
IG 41396,2005-2006,20
IG 41396,2005-2006,25.5
IG 41396,2005-2006,31
IG 41403,2005-2006,16.3
IG 41403,2005-2006,18
IG 41403,2005-2006,19.6
IG 41403,2005-2006,16.2
IG 41403,2005-2006,16.6
IG 41403,2005-2006,17
IG 41428,2005-2006,26.3
IG 41428,2005-2006,35.9
IG 41428,2005-2006,45.4
IG 41428,2005-2006,27.9
IG 41428,2005-2006,29.5
IG 41468,2005-2006,18.7
IG 41468,2005-2006,19
IG 41468,2005-2006,19.3
IG 41468,2005-2006,14.9
IG 41468,2005-2006,17.8
IG 41468,2005-2006,20.7
IG 41500,2005-2006,34.7
IG 41500,2005-2006,38.6
IG 41500,2005-2006,42.5
IG 41500,2005-2006,21.8
IG 41500,2005-2006,21.9
IG 41500,2005-2006,22
IG 41545,2005-2006,26.3
IG 41545,2005-2006,27.2
IG 41545,2005-2006,28.1
IG 41545,2005-2006,23.7
IG 41545,2005-2006,23.9
IG 41545,2005-2006,24
IG 41558,2005-2006,35
IG 41558,2005-2006,36.3
IG 41558,2005-2006,37.5
IG 41558,2005-2006,26.4
IG 41558,2005-2006,29.5
IG 41558,2005-2006,32.5
IG 41559,2005-2006,30.6
IG 41559,2005-2006,38
IG 41559,2005-2006,45.4
IG 41559,2005-2006,30.5
IG 41559,2005-2006,31.5
IG 41559,2005-2006,32.4
IG 41565,2005-2006,45.1
IG 41565,2005-2006,51.5
IG 41565,2005-2006,57.8
IG 41565,2005-2006,41.1
IG 41565,2005-2006,42
IG 41565,2005-2006,42.9
IG 41575,2005-2006,40.4
IG 41575,2005-2006,46
IG 41575,2005-2006,51.6
IG 41575,2005-2006,34.7
IG 41575,2005-2006,34.9
IG 41575,2005-2006,35.1
IG 41578,2005-2006,34.6
IG 41578,2005-2006,41.6
IG 41578,2005-2006,48.5
IG 41578,2005-2006,30.5
IG 41578,2005-2006,35
IG 41578,2005-2006,39.5
IG 41579,2005-2006,48.4
IG 41579,2005-2006,48.9
IG 41579,2005-2006,49.4
IG 41579,2005-2006,33
IG 41579,2005-2006,35.7
IG 41579,2005-2006,38.4
IG 41584,2005-2006,45.5
IG 41584,2005-2006,47.5
IG 41584,2005-2006,49.5
IG 41584,2005-2006,35.6
IG 41584,2005-2006,38.4
IG 41584,2005-2006,41.2
IG 41585,2005-2006,36.4
IG 41585,2005-2006,39.2
IG 41585,2005-2006,42
IG 41585,2005-2006,39.5
IG 41585,2005-2006,42.7
IG 41585,2005-2006,45.9
IG 41586,2005-2006,44.7
IG 41586,2005-2006,47.1
IG 41586,2005-2006,49.5
IG 41586,2005-2006,36.8
IG 41586,2005-2006,37.6
IG 41586,2005-2006,38.3
IG 41588,2005-2006,32.8
IG 41588,2005-2006,37.4
IG 41588,2005-2006,42
IG 41588,2005-2006,35.3
IG 41588,2005-2006,36.2
IG 41588,2005-2006,37
IG 41590,2005-2006,29.6
IG 41590,2005-2006,33.6
IG 41590,2005-2006,37.5
IG 41590,2005-2006,27.8
IG 41590,2005-2006,32.6
IG 41590,2005-2006,37.4
IG 41639,2005-2006,43.9
IG 41639,2005-2006,45.8
IG 41639,2005-2006,47.7
IG 41639,2005-2006,38.1
IG 41639,2005-2006,39.5
IG 41639,2005-2006,40.8
IG 41666,2005-2006,33.3
IG 41666,2005-2006,34
IG 41666,2005-2006,34.7
IG 41666,2005-2006,36.5
IG 41666,2005-2006,36.8
IG 41666,2005-2006,37.1
IG 41667,2005-2006,45.2
IG 41667,2005-2006,46.4
IG 41667,2005-2006,47.5
IG 41667,2005-2006,35.3
IG 41667,2005-2006,43.6
IG 41667,2005-2006,51.9
IG 41669,2005-2006,31.1
IG 41669,2005-2006,33.3
IG 41669,2005-2006,35.5
IG 41669,2005-2006,30.6
IG 41669,2005-2006,32.2
IG 41669,2005-2006,33.7
IG 41670,2005-2006,25.3
IG 41670,2005-2006,33.1
IG 41670,2005-2006,40.8
IG 41670,2005-2006,32.2
IG 41670,2005-2006,34.3
IG 41670,2005-2006,36.4
IG 41672,2005-2006,38.2
IG 41672,2005-2006,41.1
IG 41672,2005-2006,44
IG 41672,2005-2006,38.6
IG 41672,2005-2006,42.2
IG 41672,2005-2006,45.7
IG 41673,2005-2006,34.6
IG 41673,2005-2006,37.1
IG 41673,2005-2006,39.6
IG 41673,2005-2006,38.5
IG 41673,2005-2006,42.5
IG 41673,2005-2006,46.5
IG 41675,2005-2006,38.5
IG 41675,2005-2006,39.7
IG 41675,2005-2006,40.9
IG 41675,2005-2006,30.4
IG 41675,2005-2006,34
IG 41675,2005-2006,37.5
IG 41678,2005-2006,38.4
IG 41678,2005-2006,38.6
IG 41678,2005-2006,38.8
IG 41678,2005-2006,21.7
IG 41678,2005-2006,35.3
IG 41678,2005-2006,48.8
IG 41680,2005-2006,42.6
IG 41680,2005-2006,43.2
IG 41680,2005-2006,43.7
IG 41680,2005-2006,38.5
IG 41680,2005-2006,43
IG 41680,2005-2006,47.5
IG 41681,2005-2006,33.6
IG 41681,2005-2006,36.8
IG 41681,2005-2006,40
IG 41681,2005-2006,29.8
IG 41681,2005-2006,31.4
IG 41681,2005-2006,33
IG 41682,2005-2006,34.2
IG 41682,2005-2006,37.4
IG 41682,2005-2006,40.5
IG 41682,2005-2006,21.6
IG 41682,2005-2006,29.3
IG 41682,2005-2006,37
IG 41683,2005-2006,35.2
IG 41683,2005-2006,38.4
IG 41683,2005-2006,41.5
IG 41683,2005-2006,27.1
IG 41683,2005-2006,28.3
IG 41683,2005-2006,29.5
IG 41686,2005-2006,25.3
IG 41686,2005-2006,33.1
IG 41686,2005-2006,40.9
IG 41686,2005-2006,28
IG 41686,2005-2006,28.1
IG 41686,2005-2006,28.2
IG 41713,2005-2006,36.8
IG 41713,2005-2006,38.6
IG 41713,2005-2006,40.3
IG 41713,2005-2006,30.1
IG 41713,2005-2006,34.9
IG 41713,2005-2006,39.7
IG 41716,2005-2006,40.8
IG 41716,2005-2006,44.5
IG 41716,2005-2006,48.1
IG 41716,2005-2006,35.4
IG 41716,2005-2006,40
IG 41745,2005-2006,43
IG 41745,2005-2006,43.4
IG 41745,2005-2006,43.8
IG 41745,2005-2006,17.1
